plantSlug,unitName,unitNo,plant_name,state,district,commissioning_date,plant_capacity,implementing_agency,commissioning_status,commissioning_group,year,fyear,decade,source,technology_type,generation_2015-16,generation_2016-17,generation_2017-18,generation_2018-19,generation_2019-20,generation_2020-21,generation_2008-09,generation_2009-10,generation_2010-11,generation_2011-12,generation_2012-13,generation_2013-14,generation_2014-15,generation_2021-22,generation_2022-23,generation_2023-24,generation_2024-25,generation_2007-08,plant_load_factor_2015-16,plant_load_factor_2016-17,plant_load_factor_2017-18,plant_load_factor_2018-19,plant_load_factor_2019-20,plant_load_factor_2020-21,plant_load_factor_2008-09,plant_load_factor_2009-10,plant_load_factor_2010-11,plant_load_factor_2011-12,plant_load_factor_2012-13,plant_load_factor_2013-14,plant_load_factor_2014-15,plant_load_factor_2021-22,plant_load_factor_2022-23,plant_load_factor_2023-24,plant_load_factor_2024-25,plant_load_factor_2007-08
neyveli-tps-i-nlc-india-limited-formerly-neyveli-lignite-corp-ltd,Neyveli Lignite Thermal Power Station-I (NEYVELI TPS I) Unit 1,1.0,Neyveli TPS I,Tamil Nadu,Cuddalore,01-04-1964 00:00,50.0,NLC India Limited (formerly Neyveli Lignite Corp. Ltd.),decommissioned,retired,1964,1964-65,1960-1969,coal,Subcritical,301.4100000000001,333.71000000000004,264.46,282.5946,271.21,0,289.31,309.39,314.2,349.67,347.38,354.28,280,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,68.62704918032789,76.18949771689499,60.37899543378995,64.51931506849316,61.75091074681238,0,66.1,70.6,71.7,79.6,79.3,80.9,63.9,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
neyveli-tps-i-nlc-india-limited-formerly-neyveli-lignite-corp-ltd,Neyveli Lignite Thermal Power Station-I (NEYVELI TPS I) Unit 1,1.0,Neyveli TPS I,Tamil Nadu,Cuddalore,01-08-1965 00:00,50.0,NLC India Limited (formerly Neyveli Lignite Corp. Ltd.),decommissioned,retired,1965,1965-66,1960-1969,coal,Subcritical,301.4100000000001,333.71000000000004,264.46,282.5946,271.21,0,289.31,309.39,314.2,349.67,347.38,354.28,280,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,68.62704918032789,76.18949771689499,60.37899543378995,64.51931506849316,61.75091074681238,0,66.1,70.6,71.7,79.6,79.3,80.9,63.9,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
neyveli-tps-i-nlc-india-limited-formerly-neyveli-lignite-corp-ltd,Neyveli Lignite Thermal Power Station-I (NEYVELI TPS I) Unit 1,1.0,Neyveli TPS I,Tamil Nadu,Cuddalore,01-03-1967 00:00,100.0,NLC India Limited (formerly Neyveli Lignite Corp. Ltd.),decommissioned,retired,1967,1966-67,1960-1969,coal,Subcritical,301.4100000000001,333.71000000000004,264.46,282.5946,271.21,0,289.31,309.39,314.2,349.67,347.38,354.28,280,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,68.62704918032789,76.18949771689499,60.37899543378995,64.51931506849316,61.75091074681238,0,66.1,70.6,71.7,79.6,79.3,80.9,63.9,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
neyveli-tps-i-nlc-india-limited-formerly-neyveli-lignite-corp-ltd,Neyveli Lignite Thermal Power Station-I (NEYVELI TPS I) Unit 1,1.0,Neyveli TPS I,Tamil Nadu,Cuddalore,01-02-1969 00:00,100.0,NLC India Limited (formerly Neyveli Lignite Corp. Ltd.),decommissioned,retired,1969,1968-69,1960-1969,coal,Subcritical,301.4100000000001,333.71000000000004,264.46,282.5946,271.21,0,289.31,309.39,314.2,349.67,347.38,354.28,280,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,68.62704918032789,76.18949771689499,60.37899543378995,64.51931506849316,61.75091074681238,0,66.1,70.6,71.7,79.6,79.3,80.9,63.9,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
neyveli-tps-i-nlc-india-limited-formerly-neyveli-lignite-corp-ltd,Neyveli Lignite Thermal Power Station-I (NEYVELI TPS I) Unit 1,1.0,Neyveli TPS I,Tamil Nadu,Cuddalore,01-02-1970 00:00,100.0,NLC India Limited (formerly Neyveli Lignite Corp. Ltd.),decommissioned,retired,1970,1969-70,1970-1979,coal,Subcritical,301.4100000000001,333.71000000000004,264.46,282.5946,271.21,0,289.31,309.39,314.2,349.67,347.38,354.28,280,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,68.62704918032789,76.18949771689499,60.37899543378995,64.51931506849316,61.75091074681238,0,66.1,70.6,71.7,79.6,79.3,80.9,63.9,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
neyveli-tps-i-nlc-india-limited-formerly-neyveli-lignite-corp-ltd,Neyveli Lignite Thermal Power Station-I (NEYVELI TPS I) Unit 2,2.0,Neyveli TPS I,Tamil Nadu,Cuddalore,01-05-1962 00:00,50.0,NLC India Limited (formerly Neyveli Lignite Corp. Ltd.),decommissioned,retired,1962,1962-63,1960-1969,coal,Subcritical,255.95000000000002,307.54,260.81,304.36730000000006,261.59999999999997,53.15428571428569,297.15,351.68,321.14,293.96,343.51,376.54,325.2,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,58.2764116575592,70.21461187214612,59.54566210045662,69.49025114155252,59.562841530054634,12.135681669928239,67.8,80.3,73.3,66.9,78.4,86,74.2,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
neyveli-tps-i-nlc-india-limited-formerly-neyveli-lignite-corp-ltd,Neyveli Lignite Thermal Power Station-I (NEYVELI TPS I) Unit 2,2.0,Neyveli TPS I,Tamil Nadu,Cuddalore,01-01-1963 00:00,50.0,NLC India Limited (formerly Neyveli Lignite Corp. Ltd.),decommissioned,retired,1963,1962-63,1960-1969,coal,Subcritical,255.95000000000002,307.54,260.81,304.36730000000006,261.59999999999997,53.15428571428569,297.15,351.68,321.14,293.96,343.51,376.54,325.2,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,58.2764116575592,70.21461187214612,59.54566210045662,69.49025114155252,59.562841530054634,12.135681669928239,67.8,80.3,73.3,66.9,78.4,86,74.2,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
neyveli-tps-i-nlc-india-limited-formerly-neyveli-lignite-corp-ltd,Neyveli Lignite Thermal Power Station-I (NEYVELI TPS I) Unit 2,2.0,Neyveli TPS I,Tamil Nadu,Cuddalore,01-06-1963 00:00,50.0,NLC India Limited (formerly Neyveli Lignite Corp. Ltd.),decommissioned,retired,1963,1963-64,1960-1969,coal,Subcritical,255.95000000000002,307.54,260.81,304.36730000000006,261.59999999999997,53.15428571428569,297.15,351.68,321.14,293.96,343.51,376.54,325.2,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,58.2764116575592,70.21461187214612,59.54566210045662,69.49025114155252,59.562841530054634,12.135681669928239,67.8,80.3,73.3,66.9,78.4,86,74.2,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
neyveli-tps-i-nlc-india-limited-formerly-neyveli-lignite-corp-ltd,Neyveli Lignite Thermal Power Station-I (NEYVELI TPS I) Unit 2,2.0,Neyveli TPS I,Tamil Nadu,Cuddalore,01-10-1963 00:00,50.0,NLC India Limited (formerly Neyveli Lignite Corp. Ltd.),decommissioned,retired,1963,1963-64,1960-1969,coal,Subcritical,255.95000000000002,307.54,260.81,304.36730000000006,261.59999999999997,53.15428571428569,297.15,351.68,321.14,293.96,343.51,376.54,325.2,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,58.2764116575592,70.21461187214612,59.54566210045662,69.49025114155252,59.562841530054634,12.135681669928239,67.8,80.3,73.3,66.9,78.4,86,74.2,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
neyveli-tps-i-nlc-india-limited-formerly-neyveli-lignite-corp-ltd,Neyveli Lignite Thermal Power Station-I (NEYVELI TPS I) Unit 2,2.0,Neyveli TPS I,Tamil Nadu,Cuddalore,01-04-1964 00:00,50.0,NLC India Limited (formerly Neyveli Lignite Corp. Ltd.),decommissioned,retired,1964,1964-65,1960-1969,coal,Subcritical,255.95000000000002,307.54,260.81,304.36730000000006,261.59999999999997,53.15428571428569,297.15,351.68,321.14,293.96,343.51,376.54,325.2,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,58.2764116575592,70.21461187214612,59.54566210045662,69.49025114155252,59.562841530054634,12.135681669928239,67.8,80.3,73.3,66.9,78.4,86,74.2,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
neyveli-tps-i-nlc-india-limited-formerly-neyveli-lignite-corp-ltd,Neyveli Lignite Thermal Power Station-I (NEYVELI TPS I) Unit 2,2.0,Neyveli TPS I,Tamil Nadu,Cuddalore,01-08-1965 00:00,50.0,NLC India Limited (formerly Neyveli Lignite Corp. Ltd.),decommissioned,retired,1965,1965-66,1960-1969,coal,Subcritical,255.95000000000002,307.54,260.81,304.36730000000006,261.59999999999997,53.15428571428569,297.15,351.68,321.14,293.96,343.51,376.54,325.2,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,58.2764116575592,70.21461187214612,59.54566210045662,69.49025114155252,59.562841530054634,12.135681669928239,67.8,80.3,73.3,66.9,78.4,86,74.2,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
neyveli-tps-i-nlc-india-limited-formerly-neyveli-lignite-corp-ltd,Neyveli Lignite Thermal Power Station-I (NEYVELI TPS I) Unit 2,2.0,Neyveli TPS I,Tamil Nadu,Cuddalore,01-03-1967 00:00,100.0,NLC India Limited (formerly Neyveli Lignite Corp. Ltd.),decommissioned,retired,1967,1966-67,1960-1969,coal,Subcritical,255.95000000000002,307.54,260.81,304.36730000000006,261.59999999999997,53.15428571428569,297.15,351.68,321.14,293.96,343.51,376.54,325.2,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,58.2764116575592,70.21461187214612,59.54566210045662,69.49025114155252,59.562841530054634,12.135681669928239,67.8,80.3,73.3,66.9,78.4,86,74.2,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
neyveli-tps-i-nlc-india-limited-formerly-neyveli-lignite-corp-ltd,Neyveli Lignite Thermal Power Station-I (NEYVELI TPS I) Unit 2,2.0,Neyveli TPS I,Tamil Nadu,Cuddalore,01-02-1969 00:00,100.0,NLC India Limited (formerly Neyveli Lignite Corp. Ltd.),decommissioned,retired,1969,1968-69,1960-1969,coal,Subcritical,255.95000000000002,307.54,260.81,304.36730000000006,261.59999999999997,53.15428571428569,297.15,351.68,321.14,293.96,343.51,376.54,325.2,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,58.2764116575592,70.21461187214612,59.54566210045662,69.49025114155252,59.562841530054634,12.135681669928239,67.8,80.3,73.3,66.9,78.4,86,74.2,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
neyveli-tps-i-nlc-india-limited-formerly-neyveli-lignite-corp-ltd,Neyveli Lignite Thermal Power Station-I (NEYVELI TPS I) Unit 2,2.0,Neyveli TPS I,Tamil Nadu,Cuddalore,01-02-1970 00:00,100.0,NLC India Limited (formerly Neyveli Lignite Corp. Ltd.),decommissioned,retired,1970,1969-70,1970-1979,coal,Subcritical,255.95000000000002,307.54,260.81,304.36730000000006,261.59999999999997,53.15428571428569,297.15,351.68,321.14,293.96,343.51,376.54,325.2,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,58.2764116575592,70.21461187214612,59.54566210045662,69.49025114155252,59.562841530054634,12.135681669928239,67.8,80.3,73.3,66.9,78.4,86,74.2,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
neyveli-tps-i-nlc-india-limited-formerly-neyveli-lignite-corp-ltd,Neyveli Lignite Thermal Power Station-I (NEYVELI TPS I) Unit 3,3.0,Neyveli TPS I,Tamil Nadu,Cuddalore,01-05-1962 00:00,50.0,NLC India Limited (formerly Neyveli Lignite Corp. Ltd.),decommissioned,retired,1962,1962-63,1960-1969,coal,Subcritical,277.7,320.34999999999997,257.07,302.48019999999997,283.06999999999994,84.22428571428568,327.66,358.26,332.51,365.71,347.59,284.86,328.08,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,63.22859744990893,73.13926940639269,58.6917808219178,69.05940639269406,64.45127504553733,19.22928897586431,74.8,81.8,75.9,83.3,79.4,65,74.9,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
neyveli-tps-i-nlc-india-limited-formerly-neyveli-lignite-corp-ltd,Neyveli Lignite Thermal Power Station-I (NEYVELI TPS I) Unit 3,3.0,Neyveli TPS I,Tamil Nadu,Cuddalore,01-01-1963 00:00,50.0,NLC India Limited (formerly Neyveli Lignite Corp. Ltd.),decommissioned,retired,1963,1962-63,1960-1969,coal,Subcritical,277.7,320.34999999999997,257.07,302.48019999999997,283.06999999999994,84.22428571428568,327.66,358.26,332.51,365.71,347.59,284.86,328.08,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,63.22859744990893,73.13926940639269,58.6917808219178,69.05940639269406,64.45127504553733,19.22928897586431,74.8,81.8,75.9,83.3,79.4,65,74.9,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
neyveli-tps-i-nlc-india-limited-formerly-neyveli-lignite-corp-ltd,Neyveli Lignite Thermal Power Station-I (NEYVELI TPS I) Unit 3,3.0,Neyveli TPS I,Tamil Nadu,Cuddalore,01-06-1963 00:00,50.0,NLC India Limited (formerly Neyveli Lignite Corp. Ltd.),decommissioned,retired,1963,1963-64,1960-1969,coal,Subcritical,277.7,320.34999999999997,257.07,302.48019999999997,283.06999999999994,84.22428571428568,327.66,358.26,332.51,365.71,347.59,284.86,328.08,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,63.22859744990893,73.13926940639269,58.6917808219178,69.05940639269406,64.45127504553733,19.22928897586431,74.8,81.8,75.9,83.3,79.4,65,74.9,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
neyveli-tps-i-nlc-india-limited-formerly-neyveli-lignite-corp-ltd,Neyveli Lignite Thermal Power Station-I (NEYVELI TPS I) Unit 3,3.0,Neyveli TPS I,Tamil Nadu,Cuddalore,01-10-1963 00:00,50.0,NLC India Limited (formerly Neyveli Lignite Corp. Ltd.),decommissioned,retired,1963,1963-64,1960-1969,coal,Subcritical,277.7,320.34999999999997,257.07,302.48019999999997,283.06999999999994,84.22428571428568,327.66,358.26,332.51,365.71,347.59,284.86,328.08,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,63.22859744990893,73.13926940639269,58.6917808219178,69.05940639269406,64.45127504553733,19.22928897586431,74.8,81.8,75.9,83.3,79.4,65,74.9,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
neyveli-tps-i-nlc-india-limited-formerly-neyveli-lignite-corp-ltd,Neyveli Lignite Thermal Power Station-I (NEYVELI TPS I) Unit 3,3.0,Neyveli TPS I,Tamil Nadu,Cuddalore,01-04-1964 00:00,50.0,NLC India Limited (formerly Neyveli Lignite Corp. Ltd.),decommissioned,retired,1964,1964-65,1960-1969,coal,Subcritical,277.7,320.34999999999997,257.07,302.48019999999997,283.06999999999994,84.22428571428568,327.66,358.26,332.51,365.71,347.59,284.86,328.08,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,63.22859744990893,73.13926940639269,58.6917808219178,69.05940639269406,64.45127504553733,19.22928897586431,74.8,81.8,75.9,83.3,79.4,65,74.9,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
neyveli-tps-i-nlc-india-limited-formerly-neyveli-lignite-corp-ltd,Neyveli Lignite Thermal Power Station-I (NEYVELI TPS I) Unit 3,3.0,Neyveli TPS I,Tamil Nadu,Cuddalore,01-08-1965 00:00,50.0,NLC India Limited (formerly Neyveli Lignite Corp. Ltd.),decommissioned,retired,1965,1965-66,1960-1969,coal,Subcritical,277.7,320.34999999999997,257.07,302.48019999999997,283.06999999999994,84.22428571428568,327.66,358.26,332.51,365.71,347.59,284.86,328.08,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,63.22859744990893,73.13926940639269,58.6917808219178,69.05940639269406,64.45127504553733,19.22928897586431,74.8,81.8,75.9,83.3,79.4,65,74.9,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
neyveli-tps-i-nlc-india-limited-formerly-neyveli-lignite-corp-ltd,Neyveli Lignite Thermal Power Station-I (NEYVELI TPS I) Unit 3,3.0,Neyveli TPS I,Tamil Nadu,Cuddalore,01-03-1967 00:00,100.0,NLC India Limited (formerly Neyveli Lignite Corp. Ltd.),decommissioned,retired,1967,1966-67,1960-1969,coal,Subcritical,277.7,320.34999999999997,257.07,302.48019999999997,283.06999999999994,84.22428571428568,327.66,358.26,332.51,365.71,347.59,284.86,328.08,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,63.22859744990893,73.13926940639269,58.6917808219178,69.05940639269406,64.45127504553733,19.22928897586431,74.8,81.8,75.9,83.3,79.4,65,74.9,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
neyveli-tps-i-nlc-india-limited-formerly-neyveli-lignite-corp-ltd,Neyveli Lignite Thermal Power Station-I (NEYVELI TPS I) Unit 3,3.0,Neyveli TPS I,Tamil Nadu,Cuddalore,01-02-1969 00:00,100.0,NLC India Limited (formerly Neyveli Lignite Corp. Ltd.),decommissioned,retired,1969,1968-69,1960-1969,coal,Subcritical,277.7,320.34999999999997,257.07,302.48019999999997,283.06999999999994,84.22428571428568,327.66,358.26,332.51,365.71,347.59,284.86,328.08,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,63.22859744990893,73.13926940639269,58.6917808219178,69.05940639269406,64.45127504553733,19.22928897586431,74.8,81.8,75.9,83.3,79.4,65,74.9,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
neyveli-tps-i-nlc-india-limited-formerly-neyveli-lignite-corp-ltd,Neyveli Lignite Thermal Power Station-I (NEYVELI TPS I) Unit 3,3.0,Neyveli TPS I,Tamil Nadu,Cuddalore,01-02-1970 00:00,100.0,NLC India Limited (formerly Neyveli Lignite Corp. Ltd.),decommissioned,retired,1970,1969-70,1970-1979,coal,Subcritical,277.7,320.34999999999997,257.07,302.48019999999997,283.06999999999994,84.22428571428568,327.66,358.26,332.51,365.71,347.59,284.86,328.08,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,63.22859744990893,73.13926940639269,58.6917808219178,69.05940639269406,64.45127504553733,19.22928897586431,74.8,81.8,75.9,83.3,79.4,65,74.9,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
neyveli-tps-i-nlc-india-limited-formerly-neyveli-lignite-corp-ltd,Neyveli Lignite Thermal Power Station-I (NEYVELI TPS I) Unit 4,4.0,Neyveli TPS I,Tamil Nadu,Cuddalore,01-05-1962 00:00,50.0,NLC India Limited (formerly Neyveli Lignite Corp. Ltd.),decommissioned,retired,1962,1962-63,1960-1969,coal,Subcritical,304.85,323.81,287.09000000000003,306.32500000000005,282.29999999999995,41.774285714285696,355.36,378.92,334.59,363.13,322.94,382.69,358.55,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,69.41029143897997,73.92922374429224,65.54566210045664,69.93721461187215,64.275956284153,9.537508153946506,81.1,86.5,76.4,82.7,73.7,87.4,81.9,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
neyveli-tps-i-nlc-india-limited-formerly-neyveli-lignite-corp-ltd,Neyveli Lignite Thermal Power Station-I (NEYVELI TPS I) Unit 4,4.0,Neyveli TPS I,Tamil Nadu,Cuddalore,01-01-1963 00:00,50.0,NLC India Limited (formerly Neyveli Lignite Corp. Ltd.),decommissioned,retired,1963,1962-63,1960-1969,coal,Subcritical,304.85,323.81,287.09000000000003,306.32500000000005,282.29999999999995,41.774285714285696,355.36,378.92,334.59,363.13,322.94,382.69,358.55,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,69.41029143897997,73.92922374429224,65.54566210045664,69.93721461187215,64.275956284153,9.537508153946506,81.1,86.5,76.4,82.7,73.7,87.4,81.9,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
neyveli-tps-i-nlc-india-limited-formerly-neyveli-lignite-corp-ltd,Neyveli Lignite Thermal Power Station-I (NEYVELI TPS I) Unit 4,4.0,Neyveli TPS I,Tamil Nadu,Cuddalore,01-06-1963 00:00,50.0,NLC India Limited (formerly Neyveli Lignite Corp. Ltd.),decommissioned,retired,1963,1963-64,1960-1969,coal,Subcritical,304.85,323.81,287.09000000000003,306.32500000000005,282.29999999999995,41.774285714285696,355.36,378.92,334.59,363.13,322.94,382.69,358.55,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,69.41029143897997,73.92922374429224,65.54566210045664,69.93721461187215,64.275956284153,9.537508153946506,81.1,86.5,76.4,82.7,73.7,87.4,81.9,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
neyveli-tps-i-nlc-india-limited-formerly-neyveli-lignite-corp-ltd,Neyveli Lignite Thermal Power Station-I (NEYVELI TPS I) Unit 4,4.0,Neyveli TPS I,Tamil Nadu,Cuddalore,01-10-1963 00:00,50.0,NLC India Limited (formerly Neyveli Lignite Corp. Ltd.),decommissioned,retired,1963,1963-64,1960-1969,coal,Subcritical,304.85,323.81,287.09000000000003,306.32500000000005,282.29999999999995,41.774285714285696,355.36,378.92,334.59,363.13,322.94,382.69,358.55,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,69.41029143897997,73.92922374429224,65.54566210045664,69.93721461187215,64.275956284153,9.537508153946506,81.1,86.5,76.4,82.7,73.7,87.4,81.9,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
neyveli-tps-i-nlc-india-limited-formerly-neyveli-lignite-corp-ltd,Neyveli Lignite Thermal Power Station-I (NEYVELI TPS I) Unit 4,4.0,Neyveli TPS I,Tamil Nadu,Cuddalore,01-04-1964 00:00,50.0,NLC India Limited (formerly Neyveli Lignite Corp. Ltd.),decommissioned,retired,1964,1964-65,1960-1969,coal,Subcritical,304.85,323.81,287.09000000000003,306.32500000000005,282.29999999999995,41.774285714285696,355.36,378.92,334.59,363.13,322.94,382.69,358.55,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,69.41029143897997,73.92922374429224,65.54566210045664,69.93721461187215,64.275956284153,9.537508153946506,81.1,86.5,76.4,82.7,73.7,87.4,81.9,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
neyveli-tps-i-nlc-india-limited-formerly-neyveli-lignite-corp-ltd,Neyveli Lignite Thermal Power Station-I (NEYVELI TPS I) Unit 4,4.0,Neyveli TPS I,Tamil Nadu,Cuddalore,01-08-1965 00:00,50.0,NLC India Limited (formerly Neyveli Lignite Corp. Ltd.),decommissioned,retired,1965,1965-66,1960-1969,coal,Subcritical,304.85,323.81,287.09000000000003,306.32500000000005,282.29999999999995,41.774285714285696,355.36,378.92,334.59,363.13,322.94,382.69,358.55,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,69.41029143897997,73.92922374429224,65.54566210045664,69.93721461187215,64.275956284153,9.537508153946506,81.1,86.5,76.4,82.7,73.7,87.4,81.9,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
neyveli-tps-i-nlc-india-limited-formerly-neyveli-lignite-corp-ltd,Neyveli Lignite Thermal Power Station-I (NEYVELI TPS I) Unit 4,4.0,Neyveli TPS I,Tamil Nadu,Cuddalore,01-03-1967 00:00,100.0,NLC India Limited (formerly Neyveli Lignite Corp. Ltd.),decommissioned,retired,1967,1966-67,1960-1969,coal,Subcritical,304.85,323.81,287.09000000000003,306.32500000000005,282.29999999999995,41.774285714285696,355.36,378.92,334.59,363.13,322.94,382.69,358.55,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,69.41029143897997,73.92922374429224,65.54566210045664,69.93721461187215,64.275956284153,9.537508153946506,81.1,86.5,76.4,82.7,73.7,87.4,81.9,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
neyveli-tps-i-nlc-india-limited-formerly-neyveli-lignite-corp-ltd,Neyveli Lignite Thermal Power Station-I (NEYVELI TPS I) Unit 4,4.0,Neyveli TPS I,Tamil Nadu,Cuddalore,01-02-1969 00:00,100.0,NLC India Limited (formerly Neyveli Lignite Corp. Ltd.),decommissioned,retired,1969,1968-69,1960-1969,coal,Subcritical,304.85,323.81,287.09000000000003,306.32500000000005,282.29999999999995,41.774285714285696,355.36,378.92,334.59,363.13,322.94,382.69,358.55,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,69.41029143897997,73.92922374429224,65.54566210045664,69.93721461187215,64.275956284153,9.537508153946506,81.1,86.5,76.4,82.7,73.7,87.4,81.9,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
neyveli-tps-i-nlc-india-limited-formerly-neyveli-lignite-corp-ltd,Neyveli Lignite Thermal Power Station-I (NEYVELI TPS I) Unit 4,4.0,Neyveli TPS I,Tamil Nadu,Cuddalore,01-02-1970 00:00,100.0,NLC India Limited (formerly Neyveli Lignite Corp. Ltd.),decommissioned,retired,1970,1969-70,1970-1979,coal,Subcritical,304.85,323.81,287.09000000000003,306.32500000000005,282.29999999999995,41.774285714285696,355.36,378.92,334.59,363.13,322.94,382.69,358.55,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,69.41029143897997,73.92922374429224,65.54566210045664,69.93721461187215,64.275956284153,9.537508153946506,81.1,86.5,76.4,82.7,73.7,87.4,81.9,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
