plantSlug,unitName,unitNo,plant_name,state,district,commissioning_date,plant_capacity,implementing_agency,commissioning_status,commissioning_group,year,fyear,decade,source,technology_type,generation_2015-16,generation_2016-17,generation_2017-18,generation_2018-19,generation_2019-20,generation_2020-21,generation_2008_09,generation_2009_10,generation_2010_11,generation_2011_12,generation_2012_13,generation_2013_14,generation_2014_15,generation_2021_22,generation_2022_23,generation_2023_24,generation_2024_25,generation_2007_08,plant_load_factor_2015_16,plant_load_factor_2016_17,plant_load_factor_2017_18,plant_load_factor_2018_19,plant_load_factor_2019_20,plant_load_factor_2020_21,plant_load_factor_2008_09,plant_load_factor_2009_10,plant_load_factor_2010_11,plant_load_factor_2011_12,plant_load_factor_2012_13,plant_load_factor_2013_14,plant_load_factor_2014_15,plant_load_factor_2021_22,plant_load_factor_2022_23,plant_load_factor_2023_24,plant_load_factor_2024_25,plant_load_factor_2007_08
tuticorin-tps-tamil-nadu-generation-distribution-corp-ltd-tangedco,Tuticorin Thermal Power Station (TPS) Unit 5,5.0,Tuticorin TPS,Tamil Nadu,Thoothukudi,01-07-1979 00:00,210.0,Tamil Nadu Generation & Distribution Corp. Ltd. (TANGEDCO),operational,operational,1979,1979-80,1970-1979,coal,Subcritical,1300.05,1172.14,1075.42,1501.95,717.61,590.28,1694.53,1614.64,1377.51,1701.73,1729.57,1633.08,1655.5,1244.25,1073.34,1346.23,1057.75,0.0,70.47716628,63.71711242,58.45944771,81.64546641,38.90244167,32.08741031,92.1,87.8,74.9,92.3,94.0,88.8,90.0,67.6369863,58.34637965,72.98063579,76.31673882,0.0
tuticorin-tps-tamil-nadu-generation-distribution-corp-ltd-tangedco,Tuticorin Thermal Power Station (TPS) Unit 5,5.0,Tuticorin TPS,Tamil Nadu,Thoothukudi,01-12-1980 00:00,210.0,Tamil Nadu Generation & Distribution Corp. Ltd. (TANGEDCO),operational,operational,1980,1980-81,1980-1989,coal,Subcritical,1300.05,1172.14,1075.42,1501.95,717.61,590.28,1694.53,1614.64,1377.51,1701.73,1729.57,1633.08,1655.5,1244.25,1073.34,1346.23,1057.75,0.0,70.47716628,63.71711242,58.45944771,81.64546641,38.90244167,32.08741031,92.1,87.8,74.9,92.3,94.0,88.8,90.0,67.6369863,58.34637965,72.98063579,76.31673882,0.0
tuticorin-tps-tamil-nadu-generation-distribution-corp-ltd-tangedco,Tuticorin Thermal Power Station (TPS) Unit 5,5.0,Tuticorin TPS,Tamil Nadu,Thoothukudi,01-04-1982 00:00,210.0,Tamil Nadu Generation & Distribution Corp. Ltd. (TANGEDCO),operational,operational,1982,1982-83,1980-1989,coal,Subcritical,1300.05,1172.14,1075.42,1501.95,717.61,590.28,1694.53,1614.64,1377.51,1701.73,1729.57,1633.08,1655.5,1244.25,1073.34,1346.23,1057.75,0.0,70.47716628,63.71711242,58.45944771,81.64546641,38.90244167,32.08741031,92.1,87.8,74.9,92.3,94.0,88.8,90.0,67.6369863,58.34637965,72.98063579,76.31673882,0.0
tuticorin-tps-tamil-nadu-generation-distribution-corp-ltd-tangedco,Tuticorin Thermal Power Station (TPS) Unit 5,5.0,Tuticorin TPS,Tamil Nadu,Thoothukudi,01-02-1992 00:00,210.0,Tamil Nadu Generation & Distribution Corp. Ltd. (TANGEDCO),operational,operational,1992,1991-92,1990-1999,coal,Subcritical,1300.05,1172.14,1075.42,1501.95,717.61,590.28,1694.53,1614.64,1377.51,1701.73,1729.57,1633.08,1655.5,1244.25,1073.34,1346.23,1057.75,0.0,70.47716628,63.71711242,58.45944771,81.64546641,38.90244167,32.08741031,92.1,87.8,74.9,92.3,94.0,88.8,90.0,67.6369863,58.34637965,72.98063579,76.31673882,0.0
tuticorin-tps-tamil-nadu-generation-distribution-corp-ltd-tangedco,Tuticorin Thermal Power Station (TPS) Unit 5,5.0,Tuticorin TPS,Tamil Nadu,Thoothukudi,01-03-1991 00:00,210.0,Tamil Nadu Generation & Distribution Corp. Ltd. (TANGEDCO),operational,operational,1991,1990-91,1990-1999,coal,Subcritical,1300.05,1172.14,1075.42,1501.95,717.61,590.28,1694.53,1614.64,1377.51,1701.73,1729.57,1633.08,1655.5,1244.25,1073.34,1346.23,1057.75,0.0,70.47716628,63.71711242,58.45944771,81.64546641,38.90244167,32.08741031,92.1,87.8,74.9,92.3,94.0,88.8,90.0,67.6369863,58.34637965,72.98063579,76.31673882,0.0
north-chennai-tps-tamil-nadu-generation-distribution-corp-ltd-tangedco,North Chennai Thermal Power Station Stage I Unit 1,1.0,North Chennai TPS,Tamil Nadu,Tiruvallur,01-10-1994 00:00,210.0,Tamil Nadu Generation & Distribution Corp. Ltd. (TANGEDCO),operational,operational,1994,1994-95,1990-1999,coal,Subcritical,1396.05,1027.64,1226.1,1058.335,1161.87,861.5145902,1361.79,1644.85,1330.36,1400.73,1755.49,1299.9,1491.51,1191.58,1027.44,1111.02,855.62,0.0,75.68143378,55.86214394,66.65035877,57.5307132,62.98627374,46.83162591,74.0,89.4,72.3,75.9,95.4,70.7,81.1,64.77386388,55.85127202,60.2296383,61.73304473,0.0
north-chennai-tps-tamil-nadu-generation-distribution-corp-ltd-tangedco,North Chennai Thermal Power Station Stage I Unit 1,1.0,North Chennai TPS,Tamil Nadu,Tiruvallur,01-03-1995 00:00,210.0,Tamil Nadu Generation & Distribution Corp. Ltd. (TANGEDCO),operational,operational,1995,1994-95,1990-1999,coal,Subcritical,1396.05,1027.64,1226.1,1058.335,1161.87,861.5145902,1361.79,1644.85,1330.36,1400.73,1755.49,1299.9,1491.51,1191.58,1027.44,1111.02,855.62,0.0,75.68143378,55.86214394,66.65035877,57.5307132,62.98627374,46.83162591,74.0,89.4,72.3,75.9,95.4,70.7,81.1,64.77386388,55.85127202,60.2296383,61.73304473,0.0
north-chennai-tps-tamil-nadu-generation-distribution-corp-ltd-tangedco,North Chennai Thermal Power Station Stage I Unit 1,1.0,North Chennai TPS,Tamil Nadu,Tiruvallur,01-02-1996 00:00,210.0,Tamil Nadu Generation & Distribution Corp. Ltd. (TANGEDCO),operational,operational,1996,1995-96,1990-1999,coal,Subcritical,1396.05,1027.64,1226.1,1058.335,1161.87,861.5145902,1361.79,1644.85,1330.36,1400.73,1755.49,1299.9,1491.51,1191.58,1027.44,1111.02,855.62,0.0,75.68143378,55.86214394,66.65035877,57.5307132,62.98627374,46.83162591,74.0,89.4,72.3,75.9,95.4,70.7,81.1,64.77386388,55.85127202,60.2296383,61.73304473,0.0
north-chennai-tps-tamil-nadu-generation-distribution-corp-ltd-tangedco,North Chennai Thermal Power Station Stage I Unit 1,1.0,North Chennai TPS,Tamil Nadu,Tiruvallur,13-09-2013 00:00,600.0,Tamil Nadu Generation & Distribution Corp. Ltd. (TANGEDCO),operational,operational,2013,2013-14,2010-2019,coal,Subcritical,1396.05,1027.64,1226.1,1058.335,1161.87,861.5145902,1361.79,1644.85,1330.36,1400.73,1755.49,1299.9,1491.51,1191.58,1027.44,1111.02,855.62,0.0,75.68143378,55.86214394,66.65035877,57.5307132,62.98627374,46.83162591,74.0,89.4,72.3,75.9,95.4,70.7,81.1,64.77386388,55.85127202,60.2296383,61.73304473,0.0
north-chennai-tps-tamil-nadu-generation-distribution-corp-ltd-tangedco,North Chennai Thermal Power Station Stage I Unit 1,1.0,North Chennai TPS,Tamil Nadu,Tiruvallur,09-03-2013 00:00,600.0,Tamil Nadu Generation & Distribution Corp. Ltd. (TANGEDCO),operational,operational,2013,2012-13,2010-2019,coal,Subcritical,1396.05,1027.64,1226.1,1058.335,1161.87,861.5145902,1361.79,1644.85,1330.36,1400.73,1755.49,1299.9,1491.51,1191.58,1027.44,1111.02,855.62,0.0,75.68143378,55.86214394,66.65035877,57.5307132,62.98627374,46.83162591,74.0,89.4,72.3,75.9,95.4,70.7,81.1,64.77386388,55.85127202,60.2296383,61.73304473,0.0
north-chennai-tps-tamil-nadu-generation-distribution-corp-ltd-tangedco,North Chennai Thermal Power Station Stage I Unit 1,1.0,North Chennai TPS,Tamil Nadu,Tiruvallur,01-03-2021 00:00,800.0,Tamil Nadu Generation & Distribution Corp. Ltd. (TANGEDCO),under-construction-likely-to-be-commissioned,pipeline,2021,2020-21,2020-2029,coal,Supercritical,1396.05,1027.64,1226.1,1058.335,1161.87,861.5145902,1361.79,1644.85,1330.36,1400.73,1755.49,1299.9,1491.51,1191.58,1027.44,1111.02,855.62,0.0,75.68143378,55.86214394,66.65035877,57.5307132,62.98627374,46.83162591,74.0,89.4,72.3,75.9,95.4,70.7,81.1,64.77386388,55.85127202,60.2296383,61.73304473,0.0
north-chennai-tps-tamil-nadu-generation-distribution-corp-ltd-tangedco,North Chennai Thermal Power Station Stage I Unit 2,2.0,North Chennai TPS,Tamil Nadu,Tiruvallur,01-10-1994 00:00,210.0,Tamil Nadu Generation & Distribution Corp. Ltd. (TANGEDCO),operational,operational,1994,1994-95,1990-1999,coal,Subcritical,1474.79,1097.61,1268.52,1479.43,1110.6,793.7845902,1654.01,1509.47,1563.57,1575.31,1632.54,1444.05,1443.94,1016.48,1098.85,1333.3,579.21,0.0,79.95001735,59.66568819,68.95629485,80.42128724,60.20686963,43.14984726,89.9,82.1,85.0,85.4,88.7,78.5,78.5,55.25549032,59.73309415,72.27968601,41.79004329,0.0
north-chennai-tps-tamil-nadu-generation-distribution-corp-ltd-tangedco,North Chennai Thermal Power Station Stage I Unit 2,2.0,North Chennai TPS,Tamil Nadu,Tiruvallur,01-03-1995 00:00,210.0,Tamil Nadu Generation & Distribution Corp. Ltd. (TANGEDCO),operational,operational,1995,1994-95,1990-1999,coal,Subcritical,1474.79,1097.61,1268.52,1479.43,1110.6,793.7845902,1654.01,1509.47,1563.57,1575.31,1632.54,1444.05,1443.94,1016.48,1098.85,1333.3,579.21,0.0,79.95001735,59.66568819,68.95629485,80.42128724,60.20686963,43.14984726,89.9,82.1,85.0,85.4,88.7,78.5,78.5,55.25549032,59.73309415,72.27968601,41.79004329,0.0
north-chennai-tps-tamil-nadu-generation-distribution-corp-ltd-tangedco,North Chennai Thermal Power Station Stage I Unit 2,2.0,North Chennai TPS,Tamil Nadu,Tiruvallur,01-02-1996 00:00,210.0,Tamil Nadu Generation & Distribution Corp. Ltd. (TANGEDCO),operational,operational,1996,1995-96,1990-1999,coal,Subcritical,1474.79,1097.61,1268.52,1479.43,1110.6,793.7845902,1654.01,1509.47,1563.57,1575.31,1632.54,1444.05,1443.94,1016.48,1098.85,1333.3,579.21,0.0,79.95001735,59.66568819,68.95629485,80.42128724,60.20686963,43.14984726,89.9,82.1,85.0,85.4,88.7,78.5,78.5,55.25549032,59.73309415,72.27968601,41.79004329,0.0
north-chennai-tps-tamil-nadu-generation-distribution-corp-ltd-tangedco,North Chennai Thermal Power Station Stage I Unit 2,2.0,North Chennai TPS,Tamil Nadu,Tiruvallur,13-09-2013 00:00,600.0,Tamil Nadu Generation & Distribution Corp. Ltd. (TANGEDCO),operational,operational,2013,2013-14,2010-2019,coal,Subcritical,1474.79,1097.61,1268.52,1479.43,1110.6,793.7845902,1654.01,1509.47,1563.57,1575.31,1632.54,1444.05,1443.94,1016.48,1098.85,1333.3,579.21,0.0,79.95001735,59.66568819,68.95629485,80.42128724,60.20686963,43.14984726,89.9,82.1,85.0,85.4,88.7,78.5,78.5,55.25549032,59.73309415,72.27968601,41.79004329,0.0
north-chennai-tps-tamil-nadu-generation-distribution-corp-ltd-tangedco,North Chennai Thermal Power Station Stage I Unit 2,2.0,North Chennai TPS,Tamil Nadu,Tiruvallur,09-03-2013 00:00,600.0,Tamil Nadu Generation & Distribution Corp. Ltd. (TANGEDCO),operational,operational,2013,2012-13,2010-2019,coal,Subcritical,1474.79,1097.61,1268.52,1479.43,1110.6,793.7845902,1654.01,1509.47,1563.57,1575.31,1632.54,1444.05,1443.94,1016.48,1098.85,1333.3,579.21,0.0,79.95001735,59.66568819,68.95629485,80.42128724,60.20686963,43.14984726,89.9,82.1,85.0,85.4,88.7,78.5,78.5,55.25549032,59.73309415,72.27968601,41.79004329,0.0
north-chennai-tps-tamil-nadu-generation-distribution-corp-ltd-tangedco,North Chennai Thermal Power Station Stage I Unit 2,2.0,North Chennai TPS,Tamil Nadu,Tiruvallur,01-03-2021 00:00,800.0,Tamil Nadu Generation & Distribution Corp. Ltd. (TANGEDCO),under-construction-likely-to-be-commissioned,pipeline,2021,2020-21,2020-2029,coal,Supercritical,1474.79,1097.61,1268.52,1479.43,1110.6,793.7845902,1654.01,1509.47,1563.57,1575.31,1632.54,1444.05,1443.94,1016.48,1098.85,1333.3,579.21,0.0,79.95001735,59.66568819,68.95629485,80.42128724,60.20686963,43.14984726,89.9,82.1,85.0,85.4,88.7,78.5,78.5,55.25549032,59.73309415,72.27968601,41.79004329,0.0
north-chennai-tps-tamil-nadu-generation-distribution-corp-ltd-tangedco,North Chennai Thermal Power Station Stage I Unit 3,3.0,North Chennai TPS,Tamil Nadu,Tiruvallur,01-10-1994 00:00,210.0,Tamil Nadu Generation & Distribution Corp. Ltd. (TANGEDCO),operational,operational,1994,1994-95,1990-1999,coal,Subcritical,1508.53,1506.43,1366.88,1459.875,1022.36,950.9445902,1759.36,1670.88,1617.0,1717.28,1671.54,1358.29,1329.44,1152.91,1009.81,1174.42,924.45,0.0,81.77910053,81.88899761,74.30310937,79.35828441,55.42328042,51.69300882,95.6,90.8,87.9,93.1,90.9,73.8,72.3,62.67177647,54.8929115,63.6666233,66.6991342,0.0
north-chennai-tps-tamil-nadu-generation-distribution-corp-ltd-tangedco,North Chennai Thermal Power Station Stage I Unit 3,3.0,North Chennai TPS,Tamil Nadu,Tiruvallur,01-03-1995 00:00,210.0,Tamil Nadu Generation & Distribution Corp. Ltd. (TANGEDCO),operational,operational,1995,1994-95,1990-1999,coal,Subcritical,1508.53,1506.43,1366.88,1459.875,1022.36,950.9445902,1759.36,1670.88,1617.0,1717.28,1671.54,1358.29,1329.44,1152.91,1009.81,1174.42,924.45,0.0,81.77910053,81.88899761,74.30310937,79.35828441,55.42328042,51.69300882,95.6,90.8,87.9,93.1,90.9,73.8,72.3,62.67177647,54.8929115,63.6666233,66.6991342,0.0
north-chennai-tps-tamil-nadu-generation-distribution-corp-ltd-tangedco,North Chennai Thermal Power Station Stage I Unit 3,3.0,North Chennai TPS,Tamil Nadu,Tiruvallur,01-02-1996 00:00,210.0,Tamil Nadu Generation & Distribution Corp. Ltd. (TANGEDCO),operational,operational,1996,1995-96,1990-1999,coal,Subcritical,1508.53,1506.43,1366.88,1459.875,1022.36,950.9445902,1759.36,1670.88,1617.0,1717.28,1671.54,1358.29,1329.44,1152.91,1009.81,1174.42,924.45,0.0,81.77910053,81.88899761,74.30310937,79.35828441,55.42328042,51.69300882,95.6,90.8,87.9,93.1,90.9,73.8,72.3,62.67177647,54.8929115,63.6666233,66.6991342,0.0
north-chennai-tps-tamil-nadu-generation-distribution-corp-ltd-tangedco,North Chennai Thermal Power Station Stage I Unit 3,3.0,North Chennai TPS,Tamil Nadu,Tiruvallur,13-09-2013 00:00,600.0,Tamil Nadu Generation & Distribution Corp. Ltd. (TANGEDCO),operational,operational,2013,2013-14,2010-2019,coal,Subcritical,1508.53,1506.43,1366.88,1459.875,1022.36,950.9445902,1759.36,1670.88,1617.0,1717.28,1671.54,1358.29,1329.44,1152.91,1009.81,1174.42,924.45,0.0,81.77910053,81.88899761,74.30310937,79.35828441,55.42328042,51.69300882,95.6,90.8,87.9,93.1,90.9,73.8,72.3,62.67177647,54.8929115,63.6666233,66.6991342,0.0
north-chennai-tps-tamil-nadu-generation-distribution-corp-ltd-tangedco,North Chennai Thermal Power Station Stage I Unit 3,3.0,North Chennai TPS,Tamil Nadu,Tiruvallur,09-03-2013 00:00,600.0,Tamil Nadu Generation & Distribution Corp. Ltd. (TANGEDCO),operational,operational,2013,2012-13,2010-2019,coal,Subcritical,1508.53,1506.43,1366.88,1459.875,1022.36,950.9445902,1759.36,1670.88,1617.0,1717.28,1671.54,1358.29,1329.44,1152.91,1009.81,1174.42,924.45,0.0,81.77910053,81.88899761,74.30310937,79.35828441,55.42328042,51.69300882,95.6,90.8,87.9,93.1,90.9,73.8,72.3,62.67177647,54.8929115,63.6666233,66.6991342,0.0
north-chennai-tps-tamil-nadu-generation-distribution-corp-ltd-tangedco,North Chennai Thermal Power Station Stage I Unit 3,3.0,North Chennai TPS,Tamil Nadu,Tiruvallur,01-03-2021 00:00,800.0,Tamil Nadu Generation & Distribution Corp. Ltd. (TANGEDCO),under-construction-likely-to-be-commissioned,pipeline,2021,2020-21,2020-2029,coal,Supercritical,1508.53,1506.43,1366.88,1459.875,1022.36,950.9445902,1759.36,1670.88,1617.0,1717.28,1671.54,1358.29,1329.44,1152.91,1009.81,1174.42,924.45,0.0,81.77910053,81.88899761,74.30310937,79.35828441,55.42328042,51.69300882,95.6,90.8,87.9,93.1,90.9,73.8,72.3,62.67177647,54.8929115,63.6666233,66.6991342,0.0
north-chennai-tps-tamil-nadu-generation-distribution-corp-ltd-tangedco,North Chennai Thermal Power Station Stage II Unit 4,4.0,North Chennai TPS,Tamil Nadu,Tiruvallur,01-10-1994 00:00,210.0,Tamil Nadu Generation & Distribution Corp. Ltd. (TANGEDCO),operational,operational,1994,1994-95,1990-1999,coal,Subcritical,3428.93,2964.97,3310.58,3426.995,2418.69,2012.393115,0.0,0.0,0.0,0.0,0.0,0.0,1791.82,2251.2,2244.12,3072.66,2087.21,0.0,65.06014724,56.41114916,62.98668189,65.20157915,45.89196266,38.28754024,0.0,0.0,0.0,0.0,0.0,74.33,34.1,42.83105023,42.69634703,58.30031876,52.70732323,0.0
north-chennai-tps-tamil-nadu-generation-distribution-corp-ltd-tangedco,North Chennai Thermal Power Station Stage II Unit 4,4.0,North Chennai TPS,Tamil Nadu,Tiruvallur,01-03-1995 00:00,210.0,Tamil Nadu Generation & Distribution Corp. Ltd. (TANGEDCO),operational,operational,1995,1994-95,1990-1999,coal,Subcritical,3428.93,2964.97,3310.58,3426.995,2418.69,2012.393115,0.0,0.0,0.0,0.0,0.0,0.0,1791.82,2251.2,2244.12,3072.66,2087.21,0.0,65.06014724,56.41114916,62.98668189,65.20157915,45.89196266,38.28754024,0.0,0.0,0.0,0.0,0.0,74.33,34.1,42.83105023,42.69634703,58.30031876,52.70732323,0.0
north-chennai-tps-tamil-nadu-generation-distribution-corp-ltd-tangedco,North Chennai Thermal Power Station Stage II Unit 4,4.0,North Chennai TPS,Tamil Nadu,Tiruvallur,01-02-1996 00:00,210.0,Tamil Nadu Generation & Distribution Corp. Ltd. (TANGEDCO),operational,operational,1996,1995-96,1990-1999,coal,Subcritical,3428.93,2964.97,3310.58,3426.995,2418.69,2012.393115,0.0,0.0,0.0,0.0,0.0,0.0,1791.82,2251.2,2244.12,3072.66,2087.21,0.0,65.06014724,56.41114916,62.98668189,65.20157915,45.89196266,38.28754024,0.0,0.0,0.0,0.0,0.0,74.33,34.1,42.83105023,42.69634703,58.30031876,52.70732323,0.0
north-chennai-tps-tamil-nadu-generation-distribution-corp-ltd-tangedco,North Chennai Thermal Power Station Stage II Unit 4,4.0,North Chennai TPS,Tamil Nadu,Tiruvallur,13-09-2013 00:00,600.0,Tamil Nadu Generation & Distribution Corp. Ltd. (TANGEDCO),operational,operational,2013,2013-14,2010-2019,coal,Subcritical,3428.93,2964.97,3310.58,3426.995,2418.69,2012.393115,0.0,0.0,0.0,0.0,0.0,0.0,1791.82,2251.2,2244.12,3072.66,2087.21,0.0,65.06014724,56.41114916,62.98668189,65.20157915,45.89196266,38.28754024,0.0,0.0,0.0,0.0,0.0,74.33,34.1,42.83105023,42.69634703,58.30031876,52.70732323,0.0
north-chennai-tps-tamil-nadu-generation-distribution-corp-ltd-tangedco,North Chennai Thermal Power Station Stage II Unit 4,4.0,North Chennai TPS,Tamil Nadu,Tiruvallur,09-03-2013 00:00,600.0,Tamil Nadu Generation & Distribution Corp. Ltd. (TANGEDCO),operational,operational,2013,2012-13,2010-2019,coal,Subcritical,3428.93,2964.97,3310.58,3426.995,2418.69,2012.393115,0.0,0.0,0.0,0.0,0.0,0.0,1791.82,2251.2,2244.12,3072.66,2087.21,0.0,65.06014724,56.41114916,62.98668189,65.20157915,45.89196266,38.28754024,0.0,0.0,0.0,0.0,0.0,74.33,34.1,42.83105023,42.69634703,58.30031876,52.70732323,0.0
north-chennai-tps-tamil-nadu-generation-distribution-corp-ltd-tangedco,North Chennai Thermal Power Station Stage II Unit 4,4.0,North Chennai TPS,Tamil Nadu,Tiruvallur,01-03-2021 00:00,800.0,Tamil Nadu Generation & Distribution Corp. Ltd. (TANGEDCO),under-construction-likely-to-be-commissioned,pipeline,2021,2020-21,2020-2029,coal,Supercritical,3428.93,2964.97,3310.58,3426.995,2418.69,2012.393115,0.0,0.0,0.0,0.0,0.0,0.0,1791.82,2251.2,2244.12,3072.66,2087.21,0.0,65.06014724,56.41114916,62.98668189,65.20157915,45.89196266,38.28754024,0.0,0.0,0.0,0.0,0.0,74.33,34.1,42.83105023,42.69634703,58.30031876,52.70732323,0.0
north-chennai-tps-tamil-nadu-generation-distribution-corp-ltd-tangedco,North Chennai Thermal Power Station Stage II Unit 5,5.0,North Chennai TPS,Tamil Nadu,Tiruvallur,01-10-1994 00:00,210.0,Tamil Nadu Generation & Distribution Corp. Ltd. (TANGEDCO),operational,operational,1994,1994-95,1990-1999,coal,Subcritical,2833.08,3318.91,2144.99,3286.929,3235.65,1853.413115,0.0,0.0,0.0,0.0,0.0,0.0,3793.86,2261.77,3190.56,3300.11,2006.12,0.0,53.75455373,63.14516743,40.81031202,62.53670091,61.39287341,35.2628066,0.0,0.0,0.0,0.0,0.0,0.0,73.2,43.03215373,60.70319635,62.61593048,50.65959596,0.0
north-chennai-tps-tamil-nadu-generation-distribution-corp-ltd-tangedco,North Chennai Thermal Power Station Stage II Unit 5,5.0,North Chennai TPS,Tamil Nadu,Tiruvallur,01-03-1995 00:00,210.0,Tamil Nadu Generation & Distribution Corp. Ltd. (TANGEDCO),operational,operational,1995,1994-95,1990-1999,coal,Subcritical,2833.08,3318.91,2144.99,3286.929,3235.65,1853.413115,0.0,0.0,0.0,0.0,0.0,0.0,3793.86,2261.77,3190.56,3300.11,2006.12,0.0,53.75455373,63.14516743,40.81031202,62.53670091,61.39287341,35.2628066,0.0,0.0,0.0,0.0,0.0,0.0,73.2,43.03215373,60.70319635,62.61593048,50.65959596,0.0
north-chennai-tps-tamil-nadu-generation-distribution-corp-ltd-tangedco,North Chennai Thermal Power Station Stage II Unit 5,5.0,North Chennai TPS,Tamil Nadu,Tiruvallur,01-02-1996 00:00,210.0,Tamil Nadu Generation & Distribution Corp. Ltd. (TANGEDCO),operational,operational,1996,1995-96,1990-1999,coal,Subcritical,2833.08,3318.91,2144.99,3286.929,3235.65,1853.413115,0.0,0.0,0.0,0.0,0.0,0.0,3793.86,2261.77,3190.56,3300.11,2006.12,0.0,53.75455373,63.14516743,40.81031202,62.53670091,61.39287341,35.2628066,0.0,0.0,0.0,0.0,0.0,0.0,73.2,43.03215373,60.70319635,62.61593048,50.65959596,0.0
north-chennai-tps-tamil-nadu-generation-distribution-corp-ltd-tangedco,North Chennai Thermal Power Station Stage II Unit 5,5.0,North Chennai TPS,Tamil Nadu,Tiruvallur,13-09-2013 00:00,600.0,Tamil Nadu Generation & Distribution Corp. Ltd. (TANGEDCO),operational,operational,2013,2013-14,2010-2019,coal,Subcritical,2833.08,3318.91,2144.99,3286.929,3235.65,1853.413115,0.0,0.0,0.0,0.0,0.0,0.0,3793.86,2261.77,3190.56,3300.11,2006.12,0.0,53.75455373,63.14516743,40.81031202,62.53670091,61.39287341,35.2628066,0.0,0.0,0.0,0.0,0.0,0.0,73.2,43.03215373,60.70319635,62.61593048,50.65959596,0.0
north-chennai-tps-tamil-nadu-generation-distribution-corp-ltd-tangedco,North Chennai Thermal Power Station Stage II Unit 5,5.0,North Chennai TPS,Tamil Nadu,Tiruvallur,09-03-2013 00:00,600.0,Tamil Nadu Generation & Distribution Corp. Ltd. (TANGEDCO),operational,operational,2013,2012-13,2010-2019,coal,Subcritical,2833.08,3318.91,2144.99,3286.929,3235.65,1853.413115,0.0,0.0,0.0,0.0,0.0,0.0,3793.86,2261.77,3190.56,3300.11,2006.12,0.0,53.75455373,63.14516743,40.81031202,62.53670091,61.39287341,35.2628066,0.0,0.0,0.0,0.0,0.0,0.0,73.2,43.03215373,60.70319635,62.61593048,50.65959596,0.0
north-chennai-tps-tamil-nadu-generation-distribution-corp-ltd-tangedco,North Chennai Thermal Power Station Stage II Unit 5,5.0,North Chennai TPS,Tamil Nadu,Tiruvallur,01-03-2021 00:00,800.0,Tamil Nadu Generation & Distribution Corp. Ltd. (TANGEDCO),under-construction-likely-to-be-commissioned,pipeline,2021,2020-21,2020-2029,coal,Supercritical,2833.08,3318.91,2144.99,3286.929,3235.65,1853.413115,0.0,0.0,0.0,0.0,0.0,0.0,3793.86,2261.77,3190.56,3300.11,2006.12,0.0,53.75455373,63.14516743,40.81031202,62.53670091,61.39287341,35.2628066,0.0,0.0,0.0,0.0,0.0,0.0,73.2,43.03215373,60.70319635,62.61593048,50.65959596,0.0
mettur-tps-tamil-nadu-generation-distribution-corp-ltd-tangedco,Mettur Thermal Power Station Unit 1,1.0,Mettur TPS,Tamil Nadu,Salem,07-01-1987 00:00,210.0,Tamil Nadu Generation & Distribution Corp. Ltd. (TANGEDCO),operational,operational,1987,1986-87,1980-1989,coal,Subcritical,1311.23,1546.56,1015.29,1438.236,940.76,1326.7,1702.71,1597.21,1504.11,1714.67,1698.35,1651.91,1621.42,1263.31,1572.64,1490.35,1008.41,0.0,71.0832466,84.0704501,55.19080235,78.18199609,50.99965305,72.1189389,92.6,86.8,81.8,93.0,92.3,89.8,88.1,68.6730811,85.4881496,80.79354237,72.75685426,0.0
mettur-tps-tamil-nadu-generation-distribution-corp-ltd-tangedco,Mettur Thermal Power Station Unit 1,1.0,Mettur TPS,Tamil Nadu,Salem,12-01-1987 00:00,210.0,Tamil Nadu Generation & Distribution Corp. Ltd. (TANGEDCO),operational,operational,1987,1986-87,1980-1989,coal,Subcritical,1311.23,1546.56,1015.29,1438.236,940.76,1326.7,1702.71,1597.21,1504.11,1714.67,1698.35,1651.91,1621.42,1263.31,1572.64,1490.35,1008.41,0.0,71.0832466,84.0704501,55.19080235,78.18199609,50.99965305,72.1189389,92.6,86.8,81.8,93.0,92.3,89.8,88.1,68.6730811,85.4881496,80.79354237,72.75685426,0.0
mettur-tps-tamil-nadu-generation-distribution-corp-ltd-tangedco,Mettur Thermal Power Station Unit 1,1.0,Mettur TPS,Tamil Nadu,Salem,22-03-1989 00:00,210.0,Tamil Nadu Generation & Distribution Corp. Ltd. (TANGEDCO),operational,operational,1989,1988-89,1980-1989,coal,Subcritical,1311.23,1546.56,1015.29,1438.236,940.76,1326.7,1702.71,1597.21,1504.11,1714.67,1698.35,1651.91,1621.42,1263.31,1572.64,1490.35,1008.41,0.0,71.0832466,84.0704501,55.19080235,78.18199609,50.99965305,72.1189389,92.6,86.8,81.8,93.0,92.3,89.8,88.1,68.6730811,85.4881496,80.79354237,72.75685426,0.0
mettur-tps-tamil-nadu-generation-distribution-corp-ltd-tangedco,Mettur Thermal Power Station Unit 1,1.0,Mettur TPS,Tamil Nadu,Salem,27-03-1990 00:00,210.0,Tamil Nadu Generation & Distribution Corp. Ltd. (TANGEDCO),operational,operational,1990,1989-90,1990-1999,coal,Subcritical,1311.23,1546.56,1015.29,1438.236,940.76,1326.7,1702.71,1597.21,1504.11,1714.67,1698.35,1651.91,1621.42,1263.31,1572.64,1490.35,1008.41,0.0,71.0832466,84.0704501,55.19080235,78.18199609,50.99965305,72.1189389,92.6,86.8,81.8,93.0,92.3,89.8,88.1,68.6730811,85.4881496,80.79354237,72.75685426,0.0
