plant_name,state,district,commissioning_date,plant_capacity,implementing_agency,commissioning_group,year,fyear,decade,plant_slug,source,technology_type
R. R. Energy Ltd. Chhattisgarh Raigarh 15,Chhattisgarh,Raigarh,N.A.,15,R. R. Energy Ltd.,operational,N.A.,N.A.,N.A.,r-r-energy-ltd-chhattisgarh-raigarh-15,bio-power,
Kalindi Power and Steel Ltd Chhattisgarh Mahasamund 8,Chhattisgarh,Mahasamund,N.A.,8,Kalindi Power and Steel Ltd,operational,N.A.,N.A.,N.A.,kalindi-power-and-steel-ltd-chhattisgarh-mahasamund-8,bio-power,
Others (districts not specified) [Biomass & bagasse based cogen.] Chhattisgarh N.A. 144.89,Chhattisgarh,N.A.,N.A.,144.89,Others (districts not specified) [Biomass & bagasse based cogen.],operational,N.A.,N.A.,N.A.,others-districts-not-specified-biomass-bagasse-based-cogen-chhattisgarh-n-a-144-89,bio-power,
Others (districts not specified) [Waste to Energy (Off-grid)] Chhattisgarh N.A. 0.41,Chhattisgarh,N.A.,N.A.,0.41,Others (districts not specified) [Waste to Energy (Off-grid)],operational,N.A.,N.A.,N.A.,others-districts-not-specified-waste-to-energy-off-grid-chhattisgarh-n-a-0-41,bio-power,
Others (districts not specified) [Non-Bagasse based cogen.] Chhattisgarh N.A. 2.5,Chhattisgarh,N.A.,N.A.,2.5,Others (districts not specified) [Non-Bagasse based cogen.],operational,N.A.,N.A.,N.A.,others-districts-not-specified-non-bagasse-based-cogen-chhattisgarh-n-a-2-5,bio-power,
Timarpur Okhla Waste Management Co Pvt Ltd (TOWMCL) Delhi N.A. 16 27.01.2012,Delhi,N.A.,27-01-2012 00:00,16,Timarpur Okhla Waste Management Co Pvt Ltd (TOWMCL),operational,2012,2011-12,2010-2019,timarpur-okhla-waste-management-co-pvt-ltd-towmcl-delhi-n-a-16-27-01-2012,bio-power,
East Delhi Waste Processing Company Limited (EDWRCL) Delhi East Delhi 12 21.10.2012,Delhi,East Delhi,21-10-2012 00:00,12,East Delhi Waste Processing Company Limited (EDWRCL),operational,2012,2012-13,2010-2019,east-delhi-waste-processing-company-limited-edwrcl-delhi-east-delhi-12-21-10-2012,bio-power,
MSW Bawana Delhi N.A. 24 09.07.2016,Delhi,N.A.,07-09-2016 00:00,24,MSW Bawana,operational,2016,2016-17,2010-2019,msw-bawana-delhi-n-a-24-09-07-2016,bio-power,
Others (districts not specified) (Waste to Energy) Delhi N.A. 32,Delhi,N.A.,N.A.,32,Others (districts not specified) (Waste to Energy),operational,N.A.,N.A.,N.A.,others-districts-not-specified-waste-to-energy-delhi-n-a-32,bio-power,
Others (districts not specified) (Waste to Energy) Goa N.A. 1.9400000000000002,Goa,N.A.,N.A.,1.94,Others (districts not specified) (Waste to Energy),operational,N.A.,N.A.,N.A.,others-districts-not-specified-waste-to-energy-goa-n-a-1-9400000000000002,bio-power,
Gujarat Energy Development Agency Gujarat Vadodara 0.5,Gujarat,Vadodara,N.A.,0.5,Gujarat Energy Development Agency,operational,N.A.,N.A.,N.A.,gujarat-energy-development-agency-gujarat-vadodara-0-5,bio-power,
Amreli Power Projects Pvt Ltd Gujarat Amreli 10,Gujarat,Amreli,N.A.,10,Amreli Power Projects Pvt Ltd,operational,N.A.,N.A.,N.A.,amreli-power-projects-pvt-ltd-gujarat-amreli-10,bio-power,
Junagadh Power Projects Pvt Ltd Gujarat Junagadh 10,Gujarat,Junagadh,N.A.,10,Junagadh Power Projects Pvt Ltd,operational,N.A.,N.A.,N.A.,junagadh-power-projects-pvt-ltd-gujarat-junagadh-10,bio-power,
Bhavnagar Biomass Power Projects Pvt Ltd Gujarat Bhavnagar 10,Gujarat,Bhavnagar,N.A.,10,Bhavnagar Biomass Power Projects Pvt Ltd,operational,N.A.,N.A.,N.A.,bhavnagar-biomass-power-projects-pvt-ltd-gujarat-bhavnagar-10,bio-power,
Claris Lifesciences Ltd Gujarat Ahmedabad 4.2,Gujarat,Ahmedabad,N.A.,4.2,Claris Lifesciences Ltd,operational,N.A.,N.A.,N.A.,claris-lifesciences-ltd-gujarat-ahmedabad-4-2,bio-power,
Abellon Clean Energy Ltd Gujarat Ahmedabad 9.9,Gujarat,Ahmedabad,N.A.,9.9,Abellon Clean Energy Ltd,operational,N.A.,N.A.,N.A.,abellon-clean-energy-ltd-gujarat-ahmedabad-9-9,bio-power,
Garg Casteels Pvt Ltd Gujarat Bhavnagar 2.2,Gujarat,Bhavnagar,N.A.,2.2,Garg Casteels Pvt Ltd,operational,N.A.,N.A.,N.A.,garg-casteels-pvt-ltd-gujarat-bhavnagar-2-2,bio-power,
Ankur Scientific Energy Technologies Pvt Ltd Gujarat Vadodara 1.2,Gujarat,Vadodara,N.A.,1.2,Ankur Scientific Energy Technologies Pvt Ltd,operational,N.A.,N.A.,N.A.,ankur-scientific-energy-technologies-pvt-ltd-gujarat-vadodara-1-2,bio-power,
Others (districts not specified) [Biomass & bagasse based cogen.] Gujarat N.A. 17.3,Gujarat,N.A.,N.A.,17.3,Others (districts not specified) [Biomass & bagasse based cogen.],operational,N.A.,N.A.,N.A.,others-districts-not-specified-biomass-bagasse-based-cogen-gujarat-n-a-17-3,bio-power,
Others (districts not specified) [Waste to Energy (Off-grid)] Gujarat N.A. 28.18,Gujarat,N.A.,N.A.,28.18,Others (districts not specified) [Waste to Energy (Off-grid)],operational,N.A.,N.A.,N.A.,others-districts-not-specified-waste-to-energy-off-grid-gujarat-n-a-28-18,bio-power,
Others (districts not specified) [Non-Bagasse based cogen.] Gujarat N.A. 12,Gujarat,N.A.,N.A.,12,Others (districts not specified) [Non-Bagasse based cogen.],operational,N.A.,N.A.,N.A.,others-districts-not-specified-non-bagasse-based-cogen-gujarat-n-a-12,bio-power,
Others (districts not specified) (Waste to Energy) Gujarat N.A. 7.5,Gujarat,N.A.,N.A.,7.5,Others (districts not specified) (Waste to Energy),operational,N.A.,N.A.,N.A.,others-districts-not-specified-waste-to-energy-gujarat-n-a-7-5,bio-power,
Starwire (India) Ltd Haryana Mahendragarh 9.9 2013-14,Haryana,Mahendragarh,14-09-2013 00:00,9.9,Starwire (India) Ltd,operational,2013,2013-14,2010-2019,starwire-india-ltd-haryana-mahendragarh-9-9-2013-14,bio-power,
Sri Jyoti Renewable Energy Pvt. Ltd. Haryana Bhiwani 9.5 2014-15,Haryana,Bhiwani,15-09-2014 00:00,9.5,Sri Jyoti Renewable Energy Pvt. Ltd.,operational,2014,2014-15,2010-2019,sri-jyoti-renewable-energy-pvt-ltd-haryana-bhiwani-9-5-2014-15,bio-power,
GEMCO Energy Limited Haryana Bhiwani 8 2013-14,Haryana,Bhiwani,14-09-2013 00:00,8,GEMCO Energy Limited,operational,2013,2013-14,2010-2019,gemco-energy-limited-haryana-bhiwani-8-2013-14,bio-power,
Ch.DeviLal Co-operative Sugar Mill Ltd. Haryana Sonipat 6 2003-04,Haryana,Sonipat,18-04-2003 00:00,6,Ch.DeviLal Co-operative Sugar Mill Ltd.,operational,2003,2003-04,2000-2009,ch-devilal-co-operative-sugar-mill-ltd-haryana-sonipat-6-2003-04,bio-power,
The Sonepat Cooperative Sugar Mill Ltd. Haryana Sonipat 3 2004- 05,Haryana,Sonipat,18-05-2004 00:00,3,The Sonepat Cooperative Sugar Mill Ltd.,operational,2004,2004-05,2000-2009,the-sonepat-cooperative-sugar-mill-ltd-haryana-sonipat-3-2004-05,bio-power,
The Meham Cooperative Sugar Mill Haryana Rohtak 5 2007-08,Haryana,Rohtak,18-08-2007 00:00,5,The Meham Cooperative Sugar Mill,operational,2007,2007-08,2000-2009,the-meham-cooperative-sugar-mill-haryana-rohtak-5-2007-08,bio-power,
The Rohtak Cooperative Sugar Mill Haryana Rohtak 16 2009-10,Haryana,Rohtak,18-10-2009 00:00,16,The Rohtak Cooperative Sugar Mill,operational,2009,2009-10,2000-2009,the-rohtak-cooperative-sugar-mill-haryana-rohtak-16-2009-10,bio-power,
The Shahbad Cooperative Sugar Mill Haryana Kurukshetra 24 2009-10,Haryana,Kurukshetra,18-10-2009 00:00,24,The Shahbad Cooperative Sugar Mill,operational,2009,2009-10,2000-2009,the-shahbad-cooperative-sugar-mill-haryana-kurukshetra-24-2009-10,bio-power,
The HAFED Cooperative Sugar Mill Haryana Karnal 6 2010-11,Haryana,Karnal,18-11-2010 00:00,6,The HAFED Cooperative Sugar Mill,operational,2010,2010-11,2010-2019,the-hafed-cooperative-sugar-mill-haryana-karnal-6-2010-11,bio-power,
The Piccadily Agro Industries Haryana Karnal 17 2010-11,Haryana,Karnal,18-11-2010 00:00,17,The Piccadily Agro Industries,operational,2010,2010-11,2010-2019,the-piccadily-agro-industries-haryana-karnal-17-2010-11,bio-power,
EICL Ltd. (Bharat Starch Industries) Haryana Yamuna Nagar 2 2008-09,Haryana,Yamuna Nagar,18-09-2008 00:00,2,EICL Ltd. (Bharat Starch Industries),operational,2008,2008-09,2000-2009,eicl-ltd-bharat-starch-industries-haryana-yamuna-nagar-2-2008-09,bio-power,
Sainsons Paper Industries Haryana Kurukshetra 3 2009-10,Haryana,Kurukshetra,18-10-2009 00:00,3,Sainsons Paper Industries,operational,2009,2009-10,2000-2009,sainsons-paper-industries-haryana-kurukshetra-3-2009-10,bio-power,
Shri. Vishnu Overseas Pvt. Ltd Haryana Kaithal 1.5 2010-11,Haryana,Kaithal,18-11-2010 00:00,1.5,Shri. Vishnu Overseas Pvt. Ltd,operational,2010,2010-11,2010-2019,shri-vishnu-overseas-pvt-ltd-haryana-kaithal-1-5-2010-11,bio-power,
R.P Basmati Rice Ltd Haryana Karnal 0.5 2010-11,Haryana,Karnal,18-11-2010 00:00,0.5,R.P Basmati Rice Ltd,operational,2010,2010-11,2010-2019,r-p-basmati-rice-ltd-haryana-karnal-0-5-2010-11,bio-power,
Sunstar Overseas Ltd Haryana Sonipat 1.95 2010-11,Haryana,Sonipat,18-11-2010 00:00,1.95,Sunstar Overseas Ltd,operational,2010,2010-11,2010-2019,sunstar-overseas-ltd-haryana-sonipat-1-95-2010-11,bio-power,
"REI Agro Ltd, (Unit-II) Bawal Growth Centres Haryana Rewari 2.5 2010-11",Haryana,Rewari,18-11-2010 00:00,2.5,"REI Agro Ltd, (Unit-II) Bawal Growth Centres",operational,2010,2010-11,2010-2019,rei-agro-ltd-unit-ii-bawal-growth-centres-haryana-rewari-2-5-2010-11,bio-power,
Best Food International (P) Ltd Haryana Karnal 4 2010-11,Haryana,Karnal,18-11-2010 00:00,4,Best Food International (P) Ltd,operational,2010,2010-11,2010-2019,best-food-international-p-ltd-haryana-karnal-4-2010-11,bio-power,
Kayem (PAN) Foods Industries (P ) Ltd. Haryana Panipat 0.5 2011-12,Haryana,Panipat,18-12-2011 00:00,0.5,Kayem (PAN) Foods Industries (P ) Ltd.,operational,2011,2011-12,2010-2019,kayem-pan-foods-industries-p-ltd-haryana-panipat-0-5-2011-12,bio-power,
Satyam Industries Pvt. Ltd Haryana Panipat 3 2011-12,Haryana,Panipat,18-12-2011 00:00,3,Satyam Industries Pvt. Ltd,operational,2011,2011-12,2010-2019,satyam-industries-pvt-ltd-haryana-panipat-3-2011-12,bio-power,
Goel International Pvt. Ltd. Haryana Karnal 3 2011-12,Haryana,Karnal,18-12-2011 00:00,3,Goel International Pvt. Ltd.,operational,2011,2011-12,2010-2019,goel-international-pvt-ltd-haryana-karnal-3-2011-12,bio-power,
"REI Agro Ltd, (Unit-I) Haryana Rewari 3 2011-12",Haryana,Rewari,18-12-2011 00:00,3,"REI Agro Ltd, (Unit-I)",operational,2011,2011-12,2010-2019,rei-agro-ltd-unit-i-haryana-rewari-3-2011-12,bio-power,
"SSA International Ltd, Haryana Panipat 1.1",Haryana,Panipat,N.A.,1.1,"SSA International Ltd,",operational,N.A.,N.A.,N.A.,ssa-international-ltd-haryana-panipat-1-1,bio-power,
NV Distilleries Limited Haryana Ambala 2.1 2012-13,Haryana,Ambala,13-09-2012 00:00,2.1,NV Distilleries Limited,operational,2012,2012-13,2010-2019,nv-distilleries-limited-haryana-ambala-2-1-2012-13,bio-power,
Best Food International (P) Ltd Haryana Karnal 6 2012-13,Haryana,Karnal,13-09-2012 00:00,6,Best Food International (P) Ltd,operational,2012,2012-13,2010-2019,best-food-international-p-ltd-haryana-karnal-6-2012-13,bio-power,
ADS Spirits Pvt.Ltd. Haryana Jhajjar 2.3 2013-14,Haryana,Jhajjar,14-09-2013 00:00,2.3,ADS Spirits Pvt.Ltd.,operational,2013,2013-14,2010-2019,ads-spirits-pvt-ltd-haryana-jhajjar-2-3-2013-14,bio-power,
NV International Haryana Ambala 4 2014-15,Haryana,Ambala,15-09-2014 00:00,4,NV International,operational,2014,2014-15,2010-2019,nv-international-haryana-ambala-4-2014-15,bio-power,
Haryana Liquors Haryana Karnal 2.5 2014-15,Haryana,Karnal,15-09-2014 00:00,2.5,Haryana Liquors,operational,2014,2014-15,2010-2019,haryana-liquors-haryana-karnal-2-5-2014-15,bio-power,
Shaktibhog Foods Ltd Haryana Karnal 3.5 2014-15,Haryana,Karnal,15-09-2014 00:00,3.5,Shaktibhog Foods Ltd,operational,2014,2014-15,2010-2019,shaktibhog-foods-ltd-haryana-karnal-3-5-2014-15,bio-power,
AB Grains Spirits Pvt. Ltd. Haryana Ambala 8.9 2014-15,Haryana,Ambala,15-09-2014 00:00,8.9,AB Grains Spirits Pvt. Ltd.,operational,2014,2014-15,2010-2019,ab-grains-spirits-pvt-ltd-haryana-ambala-8-9-2014-15,bio-power,
Ashoka Distillers& Chemicals Ltd. Haryana Palwal 3 2015-16,Haryana,Palwal,16-09-2015 00:00,3,Ashoka Distillers& Chemicals Ltd.,operational,2015,2015-16,2010-2019,ashoka-distillers-chemicals-ltd-haryana-palwal-3-2015-16,bio-power,
Tirupati Basmati Exports Private Limited Haryana Karnal 1.2 2016-17,Haryana,Karnal,17-09-2016 00:00,1.2,Tirupati Basmati Exports Private Limited,operational,2016,2016-17,2010-2019,tirupati-basmati-exports-private-limited-haryana-karnal-1-2-2016-17,bio-power,
Others (districts not specified) [Biomass & bagasse based cogen.] Haryana N.A. 473,Haryana,N.A.,N.A.,47.03,Others (districts not specified) [Biomass & bagasse based cogen.],operational,N.A.,N.A.,N.A.,others-districts-not-specified-biomass-bagasse-based-cogen-haryana-n-a-473,bio-power,
Others (districts not specified) [Waste to Energy (Off-grid)] Haryana N.A. 14.38,Haryana,N.A.,N.A.,14.38,Others (districts not specified) [Waste to Energy (Off-grid)],operational,N.A.,N.A.,N.A.,others-districts-not-specified-waste-to-energy-off-grid-haryana-n-a-14-38,bio-power,
Others (districts not specified) [Non-Bagasse based cogen.] Haryana N.A. 51.68,Haryana,N.A.,N.A.,51.68,Others (districts not specified) [Non-Bagasse based cogen.],operational,N.A.,N.A.,N.A.,others-districts-not-specified-non-bagasse-based-cogen-haryana-n-a-51-68,bio-power,
Others (districts not specified) (Waste to Energy) Haryana N.A. 11.2,Haryana,N.A.,N.A.,11.2,Others (districts not specified) (Waste to Energy),operational,N.A.,N.A.,N.A.,others-districts-not-specified-waste-to-energy-haryana-n-a-11-2,bio-power,
Others (districts not specified) [Waste to Energy (Off-grid)] Himachal Pradesh N.A. 1,Himachal Pradesh,N.A.,N.A.,1,Others (districts not specified) [Waste to Energy (Off-grid)],operational,N.A.,N.A.,N.A.,others-districts-not-specified-waste-to-energy-off-grid-himachal-pradesh-n-a-1,bio-power,
Others (districts not specified) [Non-Bagasse based cogen.] Himachal Pradesh N.A. 9.2,Himachal Pradesh,N.A.,N.A.,9.2,Others (districts not specified) [Non-Bagasse based cogen.],operational,N.A.,N.A.,N.A.,others-districts-not-specified-non-bagasse-based-cogen-himachal-pradesh-n-a-9-2,bio-power,
Others (districts not specified) [Non-Bagasse based cogen.] Jharkhand N.A. 19.1,Jharkhand,N.A.,N.A.,19.1,Others (districts not specified) [Non-Bagasse based cogen.],operational,N.A.,N.A.,N.A.,others-districts-not-specified-non-bagasse-based-cogen-jharkhand-n-a-19-1,bio-power,
Others (districts not specified) [Waste to Energy (Off-grid)] Kerala N.A. 0.23,Kerala,N.A.,N.A.,0.23,Others (districts not specified) [Waste to Energy (Off-grid)],operational,N.A.,N.A.,N.A.,others-districts-not-specified-waste-to-energy-off-grid-kerala-n-a-0-23,bio-power,
Others (districts not specified) [Non-Bagasse based cogen.] Kerala N.A. 2.27,Kerala,N.A.,N.A.,2.27,Others (districts not specified) [Non-Bagasse based cogen.],operational,N.A.,N.A.,N.A.,others-districts-not-specified-non-bagasse-based-cogen-kerala-n-a-2-27,bio-power,
Malavalli Power Plant Pvt. Ltd. Karnataka Mandya 4.5 19.07.2001,Karnataka,Mandya,19-07-2001 00:00,4.5,Malavalli Power Plant Pvt. Ltd.,operational,2001,2001-02,2000-2009,malavalli-power-plant-pvt-ltd-karnataka-mandya-4-5-19-07-2001,bio-power,
Hassan Biomass Power Co. Pvt. Ltd. Karnataka Hassan 8 17.03.2003,Karnataka,Hassan,17-03-2003 00:00,8,Hassan Biomass Power Co. Pvt. Ltd.,operational,2003,2002-03,2000-2009,hassan-biomass-power-co-pvt-ltd-karnataka-hassan-8-17-03-2003,bio-power,
Samsons Distilleries Pvt. Ltd. Karnataka Davangere 2 18.06.2003,Karnataka,Davangere,18-06-2003 00:00,2,Samsons Distilleries Pvt. Ltd.,operational,2003,2003-04,2000-2009,samsons-distilleries-pvt-ltd-karnataka-davangere-2-18-06-2003,bio-power,
Bhagyanagar Solvents & Extractions Pvt. Ltd. Karnataka Raichur 7.5 01.09.2003,Karnataka,Raichur,09-01-2003 00:00,7.5,Bhagyanagar Solvents & Extractions Pvt. Ltd.,operational,2003,2002-03,2000-2009,bhagyanagar-solvents-extractions-pvt-ltd-karnataka-raichur-7-5-01-09-2003,bio-power,
RK Power Gen Pvt. Ltd. Karnataka Chitradurga 20 01.01.2004,Karnataka,Chitradurga,01-01-2004 00:00,20,RK Power Gen Pvt. Ltd.,operational,2004,2003-04,2000-2009,rk-power-gen-pvt-ltd-karnataka-chitradurga-20-01-01-2004,bio-power,
Indra Power Energies Ltd. Karnataka Koppal 6 13.02.2004,Karnataka,Koppal,13-02-2004 00:00,6,Indra Power Energies Ltd.,operational,2004,2003-04,2000-2009,indra-power-energies-ltd-karnataka-koppal-6-13-02-2004,bio-power,
Koppal Green Power Ltd. Karnataka Koppal 6 01.01.2005,Karnataka,Koppal,01-01-2005 00:00,6,Koppal Green Power Ltd.,operational,2005,2004-05,2000-2009,koppal-green-power-ltd-karnataka-koppal-6-01-01-2005,bio-power,
Power Onicks Ltd. Karnataka Bellary 6 05.01.2005,Karnataka,Bellary,01-05-2005 00:00,6,Power Onicks Ltd.,operational,2005,2005-06,2000-2009,power-onicks-ltd-karnataka-bellary-6-05-01-2005,bio-power,
Konark Power Ltd. Karnataka Tumkur 73 05.05.2005,Karnataka,Tumkur,05-05-2005 00:00,7.03,Konark Power Ltd.,operational,2005,2005-06,2000-2009,konark-power-ltd-karnataka-tumkur-73-05-05-2005,bio-power,
Ravikiran Power Project Pvt. Ltd. Karnataka Koppal 7.5 01.06.2005,Karnataka,Koppal,06-01-2005 00:00,7.5,Ravikiran Power Project Pvt. Ltd.,operational,2005,2004-05,2000-2009,ravikiran-power-project-pvt-ltd-karnataka-koppal-7-5-01-06-2005,bio-power,
Koganti Power Pvt. Ltd. Karnataka Raichur 7.5 26.11.2005,Karnataka,Raichur,26-11-2005 00:00,7.5,Koganti Power Pvt. Ltd.,operational,2005,2005-06,2000-2009,koganti-power-pvt-ltd-karnataka-raichur-7-5-26-11-2005,bio-power,
Falcon Tyres Ltd. Karnataka Mysore 6 01.03.2009,Karnataka,Mysore,03-01-2009 00:00,6,Falcon Tyres Ltd.,operational,2009,2008-09,2000-2009,falcon-tyres-ltd-karnataka-mysore-6-01-03-2009,bio-power,
Gujarat Ambuja Exports Ltd (Biomass based Cogen) Karnataka Haveri 2.44 21.01.2013,Karnataka,Haveri,21-01-2013 00:00,2.44,Gujarat Ambuja Exports Ltd (Biomass based Cogen),operational,2013,2012-13,2010-2019,gujarat-ambuja-exports-ltd-biomass-based-cogen-karnataka-haveri-2-44-21-01-2013,bio-power,
Dharwad Bio Energy Pvt. Ltd. Karnataka Dharwad 10 31.01.2013,Karnataka,Dharwad,31-01-2013 00:00,10,Dharwad Bio Energy Pvt. Ltd.,operational,2013,2012-13,2010-2019,dharwad-bio-energy-pvt-ltd-karnataka-dharwad-10-31-01-2013,bio-power,
Haveri Bio Energy Pvt. Ltd. Karnataka Haveri 10 01.04.2014,Karnataka,Haveri,04-01-2014 00:00,10,Haveri Bio Energy Pvt. Ltd.,operational,2014,2013-14,2010-2019,haveri-bio-energy-pvt-ltd-karnataka-haveri-10-01-04-2014,bio-power,
Gujarat Ambuja Exports Ltd Karnataka Haveri 2.85 01.04.2014,Karnataka,Haveri,04-01-2014 00:00,2.85,Gujarat Ambuja Exports Ltd,operational,2014,2013-14,2010-2019,gujarat-ambuja-exports-ltd-karnataka-haveri-2-85-01-04-2014,bio-power,
Matrix Agro Pvt Ltd Karnataka Gulbarga 6 09.12.2016,Karnataka,Gulbarga,12-09-2016 00:00,6,Matrix Agro Pvt Ltd,operational,2016,2016-17,2010-2019,matrix-agro-pvt-ltd-karnataka-gulbarga-6-09-12-2016,bio-power,
Raichur Bio Energies Pvt. Ltd. Karnataka Raichur 9 04.02.2016,Karnataka,Raichur,02-04-2016 00:00,9,Raichur Bio Energies Pvt. Ltd.,operational,2016,2016-17,2010-2019,raichur-bio-energies-pvt-ltd-karnataka-raichur-9-04-02-2016,bio-power,
Manchikonda Bio energy Pvt. Ltd Karnataka Raichur 6 01.03.2016,Karnataka,Raichur,03-01-2016 00:00,6,Manchikonda Bio energy Pvt. Ltd,operational,2016,2015-16,2010-2019,manchikonda-bio-energy-pvt-ltd-karnataka-raichur-6-01-03-2016,bio-power,
Athani Farmers Sugar factory Ltd Karnataka Belgaum 24 01.01.2012,Karnataka,Belgaum,01-01-2012 00:00,24,Athani Farmers Sugar factory Ltd,operational,2012,2011-12,2010-2019,athani-farmers-sugar-factory-ltd-karnataka-belgaum-24-01-01-2012,bio-power,
Balaji Sugars and Chemicals Pvt Ltd Karnataka Bijapur 18,Karnataka,Bijapur,N.A.,18,Balaji Sugars and Chemicals Pvt Ltd,operational,N.A.,N.A.,N.A.,balaji-sugars-and-chemicals-pvt-ltd-karnataka-bijapur-18,bio-power,
Bannari Amman Sugars Ltd. Karnataka Chamarajanagar 20,Karnataka,Chamarajanagar,N.A.,20,Bannari Amman Sugars Ltd.,operational,N.A.,N.A.,N.A.,bannari-amman-sugars-ltd-karnataka-chamarajanagar-20,bio-power,
Bannari Amman Sugars Ltd. Karnataka Mysore 36.3 10.03.2004,Karnataka,Mysore,03-10-2004 00:00,36.3,Bannari Amman Sugars Ltd.,operational,2004,2004-05,2000-2009,bannari-amman-sugars-ltd-karnataka-mysore-36-3-10-03-2004,bio-power,
Bilagi Sugar Mill Ltd Karnataka Bagalkot 8 01.12.2009,Karnataka,Bagalkot,12-01-2009 00:00,8,Bilagi Sugar Mill Ltd,operational,2009,2008-09,2000-2009,bilagi-sugar-mill-ltd-karnataka-bagalkot-8-01-12-2009,bio-power,
Chamundeshwari Sugars Ltd Karnataka Mandya 26 02.04.2008,Karnataka,Mandya,04-02-2008 00:00,26,Chamundeshwari Sugars Ltd,operational,2008,2007-08,2000-2009,chamundeshwari-sugars-ltd-karnataka-mandya-26-02-04-2008,bio-power,
Core Green Sugar & Fuels Pvt Ltd Karnataka Yadgir 24 16.10.2011,Karnataka,Yadgir,16-10-2011 00:00,24,Core Green Sugar & Fuels Pvt Ltd,operational,2011,2011-12,2010-2019,core-green-sugar-fuels-pvt-ltd-karnataka-yadgir-24-16-10-2011,bio-power,
Coromandel Sugars Ltd Karnataka Mandya 12 06.02.2000,Karnataka,Mandya,02-06-2000 00:00,12,Coromandel Sugars Ltd,operational,2000,2000-01,2000-2009,coromandel-sugars-ltd-karnataka-mandya-12-06-02-2000,bio-power,
Davanagere Sugar Co. Ltd Karnataka Davangere 24 24.03.2004,Karnataka,Davangere,24-03-2004 00:00,24,Davanagere Sugar Co. Ltd,operational,2004,2003-04,2000-2009,davanagere-sugar-co-ltd-karnataka-davangere-24-24-03-2004,bio-power,
Dhanalakshmi Sahakari Sakkare Karkhane Niyamita Karnataka Belgaum 8 12.03.2010,Karnataka,Belgaum,03-12-2010 00:00,8,Dhanalakshmi Sahakari Sakkare Karkhane Niyamita,operational,2010,2010-11,2010-2019,dhanalakshmi-sahakari-sakkare-karkhane-niyamita-karnataka-belgaum-8-12-03-2010,bio-power,
